security,ts_code,symbol,name,cnspell,market,list_date
000953.XSHE,000953.SZ,000953,中哲精化,ZZJH,主板,19991202
000955.XSHE,000955.SZ,000955,欣龙控股,XLKG,主板,19991209
000957.XSHE,000957.SZ,000957,中通客车,ZTKC,主板,20000113
000958.XSHE,000958.SZ,000958,电投产融,DTCR,主板,19991223
000959.XSHE,000959.SZ,000959,首钢股份,SGGF,主板,19991216
000960.XSHE,000960.SZ,000960,锡业股份,XYGF,主板,20000221
000962.XSHE,000962.SZ,000962,东方钽业,DFTY,主板,20000120
000963.XSHE,000963.SZ,000963,华东医药,HDYY,主板,20000127
000965.XSHE,000965.SZ,000965,天保基建,TBJJ,主板,20000406
000966.XSHE,000966.SZ,000966,长源电力,ZYDL,主板,20000316
000967.XSHE,000967.SZ,000967,盈峰环境,YFHJ,主板,20000330
000968.XSHE,000968.SZ,000968,蓝焰控股,LYKG,主板,20000622
000969.XSHE,000969.SZ,000969,安泰科技,ATKJ,主板,20000529
000970.XSHE,000970.SZ,000970,中科三环,ZKSH,主板,20000420
000972.XSHE,000972.SZ,000972,*ST中基,STZJ,主板,20000926
000973.XSHE,000973.SZ,000973,佛塑科技,FSKJ,主板,20000525
000975.XSHE,000975.SZ,000975,山金国际,SJGJ,主板,20000608
000977.XSHE,000977.SZ,000977,浪潮信息,LCXX,主板,20000608
000978.XSHE,000978.SZ,000978,桂林旅游,GLLY,主板,20000518
000980.XSHE,000980.SZ,000980,众泰汽车,ZTQC,主板,20000616
000981.XSHE,000981.SZ,000981,山子高科,SZGK,主板,20000622
000983.XSHE,000983.SZ,000983,山西焦煤,SXJM,主板,20000726
000985.XSHE,000985.SZ,000985,大庆华科,DQHK,主板,20000726
000987.XSHE,000987.SZ,000987,越秀资本,YXZB,主板,20000718
000988.XSHE,000988.SZ,000988,华工科技,HGKJ,主板,20000608
000989.XSHE,000989.SZ,000989,九芝堂,JZT,主板,20000628
000990.XSHE,000990.SZ,000990,诚志股份,CZGF,主板,20000706
000993.XSHE,000993.SZ,000993,闽东电力,MDDL,主板,20000731
000995.XSHE,000995.SZ,000995,皇台酒业,HTJY,主板,20000807
000997.XSHE,000997.SZ,000997,新 大 陆,XDL,主板,20000807
000998.XSHE,000998.SZ,000998,隆平高科,LPGK,主板,20001211
000999.XSHE,000999.SZ,000999,华润三九,HRSJ,主板,20000309
001201.XSHE,001201.SZ,001201,东瑞股份,DRGF,主板,20210428
001202.XSHE,001202.SZ,001202,炬申股份,JSGF,主板,20210429
001203.XSHE,001203.SZ,001203,大中矿业,DZKY,主板,20210510
001205.XSHE,001205.SZ,001205,盛航股份,SHGF,主板,20210513
001206.XSHE,001206.SZ,001206,依依股份,YYGF,主板,20210518
001207.XSHE,001207.SZ,001207,联科科技,LKKJ,主板,20210623
001208.XSHE,001208.SZ,001208,华菱线缆,HLXL,主板,20210624
001209.XSHE,001209.SZ,001209,洪兴股份,HXGF,主板,20210723
001210.XSHE,001210.SZ,001210,金房能源,JFNY,主板,20210729
001211.XSHE,001211.SZ,001211,双枪科技,SQKJ,主板,20210805
001212.XSHE,001212.SZ,001212,中旗新材,ZQXC,主板,20210823
001213.XSHE,001213.SZ,001213,中铁特货,ZTTH,主板,20210908
001215.XSHE,001215.SZ,001215,千味央厨,QWYC,主板,20210906
001216.XSHE,001216.SZ,001216,华瓷股份,HCGF,主板,20211019
001217.XSHE,001217.SZ,001217,华尔泰,HET,主板,20210929
001218.XSHE,001218.SZ,001218,丽臣实业,LCSY,主板,20211015
001219.XSHE,001219.SZ,001219,青岛食品,QDSP,主板,20211021
001220.XSHE,001220.SZ,001220,世盟股份,SMGF,主板,20260203
001221.XSHE,001221.SZ,001221,悍高集团,HGJT,主板,20250730
001222.XSHE,001222.SZ,001222,源飞宠物,YFCW,主板,20220818
001223.XSHE,001223.SZ,001223,欧克科技,OKKJ,主板,20221212
001225.XSHE,001225.SZ,001225,和泰机电,HTJD,主板,20230222
001226.XSHE,001226.SZ,001226,拓山重工,TSZG,主板,20220622
001227.XSHE,001227.SZ,001227,兰州银行,LZYH,主板,20220117
001228.XSHE,001228.SZ,001228,永泰运,YTY,主板,20220429
001229.XSHE,001229.SZ,001229,魅视科技,MSKJ,主板,20220808
001230.XSHE,001230.SZ,001230,劲旅环境,JLHJ,主板,20220715
001231.XSHE,001231.SZ,001231,农心科技,NXKJ,主板,20220819
001233.XSHE,001233.SZ,001233,海安集团,HAJT,主板,20251125
001234.XSHE,001234.SZ,001234,泰慕士,TMS,主板,20220111
001236.XSHE,001236.SZ,001236,弘业期货,HYQH,主板,20220805
001237.XSHE,001237.SZ,001237,C惠康科技,CHKKJ,主板,20260522
001238.XSHE,001238.SZ,001238,浙江正特,ZJZT,主板,20220919
001239.XSHE,001239.SZ,001239,永达股份,YDGF,主板,20231212
001255.XSHE,001255.SZ,001255,博菲电气,BFDQ,主板,20220930
001256.XSHE,001256.SZ,001256,炜冈科技,WGKJ,主板,20221205
001257.XSHE,001257.SZ,001257,盛龙股份,SLGF,主板,20260331
001258.XSHE,001258.SZ,001258,立新能源,LXNY,主板,20220727
001259.XSHE,001259.SZ,001259,利仁科技,LRKJ,主板,20220831
001260.XSHE,001260.SZ,001260,坤泰股份,KTGF,主板,20230216
001266.XSHE,001266.SZ,001266,宏英智能,HYZN,主板,20220228
001267.XSHE,001267.SZ,001267,汇绿生态,HLST,主板,20211117
001268.XSHE,001268.SZ,001268,联合精密,LHJM,主板,20220630
001269.XSHE,001269.SZ,001269,欧晶科技,OJKJ,主板,20220930
001270.XSHE,001270.SZ,001270,铖昌科技,CCKJ,主板,20220606
001277.XSHE,001277.SZ,001277,速达股份,SDGF,主板,20240903
001278.XSHE,001278.SZ,001278,一彬科技,YBKJ,主板,20230308
001279.XSHE,001279.SZ,001279,强邦新材,QBXC,主板,20241011
001280.XSHE,001280.SZ,001280,中国铀业,ZGYY,主板,20251203
001282.XSHE,001282.SZ,001282,三联锻造,SLDZ,主板,20230524
001283.XSHE,001283.SZ,001283,豪鹏科技,HPKJ,主板,20220905
001285.XSHE,001285.SZ,001285,瑞立科密,RLKM,主板,20250930
001286.XSHE,001286.SZ,001286,陕西能源,SXNY,主板,20230410
001287.XSHE,001287.SZ,001287,中电港,ZDG,主板,20230410
001288.XSHE,001288.SZ,001288,运机集团,YJJT,主板,20211101
001289.XSHE,001289.SZ,001289,龙源电力,LYDL,主板,20220124
001296.XSHE,001296.SZ,001296,长江材料,CJCL,主板,20211224
001298.XSHE,001298.SZ,001298,好上好,HSH,主板,20221031
001299.XSHE,001299.SZ,001299,美能能源,MNNY,主板,20221031
001300.XSHE,001300.SZ,001300,三柏硕,SBS,主板,20221019
001301.XSHE,001301.SZ,001301,尚太科技,STKJ,主板,20221228
001306.XSHE,001306.SZ,001306,夏厦精密,XSJM,主板,20231116
001308.XSHE,001308.SZ,001308,康冠科技,KGKJ,主板,20220318
001309.XSHE,001309.SZ,001309,德明利,DML,主板,20220701
001311.XSHE,001311.SZ,001311,多利科技,DLKJ,主板,20230227
001312.XSHE,001312.SZ,001312,福恩股份,FEGF,主板,20260421
001313.XSHE,001313.SZ,001313,粤海饲料,YHSL,主板,20220216
001314.XSHE,001314.SZ,001314,亿道信息,YDXX,主板,20230214
001316.XSHE,001316.SZ,001316,润贝航科,RBHK,主板,20220624
001317.XSHE,001317.SZ,001317,三羊马,SYM,主板,20211130
001318.XSHE,001318.SZ,001318,阳光乳业,YGRY,主板,20220520
001319.XSHE,001319.SZ,001319,铭科精技,MKJJ,主板,20220512
001322.XSHE,001322.SZ,001322,箭牌家居,JPJJ,主板,20221026
001323.XSHE,001323.SZ,001323,慕思股份,MSGF,主板,20220623
001324.XSHE,001324.SZ,001324,长青科技,CQKJ,主板,20230522
001325.XSHE,001325.SZ,001325,元创股份,YCGF,主板,20251218
001326.XSHE,001326.SZ,001326,联域股份,LYGF,主板,20231109
001328.XSHE,001328.SZ,001328,登康口腔,DKKQ,主板,20230410
001330.XSHE,001330.SZ,001330,博纳影业,BNYY,主板,20220818
001331.XSHE,001331.SZ,001331,胜通能源,STNY,主板,20220908
001332.XSHE,001332.SZ,001332,锡装股份,XZGF,主板,20220920
001333.XSHE,001333.SZ,001333,光华股份,GHGF,主板,20221208
001335.XSHE,001335.SZ,001335,信凯科技,XKKJ,主板,20250415
001336.XSHE,001336.SZ,001336,楚环科技,CHKJ,主板,20220725
001337.XSHE,001337.SZ,001337,四川黄金,SCHJ,主板,20230303
001338.XSHE,001338.SZ,001338,永顺泰,YST,主板,20221116
001339.XSHE,001339.SZ,001339,智微智能,ZWZN,主板,20220815
001356.XSHE,001356.SZ,001356,富岭股份,FLGF,主板,20250123
001358.XSHE,001358.SZ,001358,兴欣新材,XXXC,主板,20231221
001359.XSHE,001359.SZ,001359,平安电工,PADG,主板,20240328
001360.XSHE,001360.SZ,001360,南矿集团,NKJT,主板,20230410
001365.XSHE,001365.SZ,001365,天海电子,THDZ,主板,20260518
001366.XSHE,001366.SZ,001366,播恩集团,BEJT,主板,20230307
001367.XSHE,001367.SZ,001367,海森药业,HSYY,主板,20230410
001368.XSHE,001368.SZ,001368,通达创智,TDCZ,主板,20230313
001369.XSHE,001369.SZ,001369,双欣材料,SXCL,主板,20251230
001373.XSHE,001373.SZ,001373,翔腾新材,XTXC,主板,20230601
001376.XSHE,001376.SZ,001376,百通能源,BTNY,主板,20231103
001378.XSHE,001378.SZ,001378,德冠新材,DGXC,主板,20231030
001379.XSHE,001379.SZ,001379,腾达科技,TDKJ,主板,20240119
001380.XSHE,001380.SZ,001380,华纬科技,HWKJ,主板,20230516
001382.XSHE,001382.SZ,001382,新亚电缆,XYDL,主板,20250321
001386.XSHE,001386.SZ,001386,马可波罗,MKBL,主板,20251022
001387.XSHE,001387.SZ,001387,雪祺电气,XQDQ,主板,20240111
001388.XSHE,001388.SZ,001388,信通电子,XTDZ,主板,20250701
001389.XSHE,001389.SZ,001389,广合科技,GHKJ,主板,20240402
001390.XSHE,001390.SZ,001390,古麒绒材,GQRC,主板,20250529
001391.XSHE,001391.SZ,001391,国货航,GHH,主板,20241230
001393.XSHE,001393.SZ,001393,维通利,WTL,主板,20260515
001395.XSHE,001395.SZ,001395,亚联机械,YLJX,主板,20250127
001396.XSHE,001396.SZ,001396,誉帆科技,YFKJ,主板,20251230
001400.XSHE,001400.SZ,001400,江顺科技,JSKJ,主板,20250424
001696.XSHE,001696.SZ,001696,宗申动力,ZSDL,主板,19970306
001872.XSHE,001872.SZ,001872,招商港口,ZSGK,主板,19930505
001896.XSHE,001896.SZ,001896,豫能控股,YNKG,主板,19980122
001914.XSHE,001914.SZ,001914,招商积余,ZSJY,主板,19940928
001965.XSHE,001965.SZ,001965,招商公路,ZSGL,主板,20171225
001979.XSHE,001979.SZ,001979,招商蛇口,ZSSK,主板,20151230
002001.XSHE,002001.SZ,002001,新 和 成,XHC,主板,20040625
002003.XSHE,002003.SZ,002003,伟星股份,WXGF,主板,20040625
002004.XSHE,002004.SZ,002004,华邦健康,HBJK,主板,20040625
002005.XSHE,002005.SZ,002005,ST德豪,STDH,主板,20040625
002006.XSHE,002006.SZ,002006,精工科技,JGKJ,主板,20040625
002007.XSHE,002007.SZ,002007,华兰生物,HLSW,主板,20040625
002008.XSHE,002008.SZ,002008,大族激光,DZJG,主板,20040625
002009.XSHE,002009.SZ,002009,天奇股份,TQGF,主板,20040629
002010.XSHE,002010.SZ,002010,传化智联,CHZL,主板,20040629
002011.XSHE,002011.SZ,002011,盾安环境,DAHJ,主板,20040705
002012.XSHE,002012.SZ,002012,凯恩股份,KEGF,主板,20040705
002014.XSHE,002014.SZ,002014,永新股份,YXGF,主板,20040708
002015.XSHE,002015.SZ,002015,协鑫能科,XXNK,主板,20040708
002016.XSHE,002016.SZ,002016,世荣兆业,SRZY,主板,20040708
002017.XSHE,002017.SZ,002017,东信和平,DXHP,主板,20040713
002019.XSHE,002019.SZ,002019,亿帆医药,YFYY,主板,20040713
002020.XSHE,002020.SZ,002020,京新药业,JXYY,主板,20040715
002021.XSHE,002021.SZ,002021,中捷资源,ZJZY,主板,20040715
002022.XSHE,002022.SZ,002022,科华生物,KHSW,主板,20040721
002023.XSHE,002023.SZ,002023,海特高新,HTGX,主板,20040721
002024.XSHE,002024.SZ,002024,ST易购,STYG,主板,20040721
002025.XSHE,002025.SZ,002025,航天电器,HTDQ,主板,20040726
002026.XSHE,002026.SZ,002026,山东威达,SDWD,主板,20040727
002027.XSHE,002027.SZ,002027,分众传媒,FZCM,主板,20040804
002028.XSHE,002028.SZ,002028,思源电气,SYDQ,主板,20040805
002029.XSHE,002029.SZ,002029,七 匹 狼,QPL,主板,20040806
002030.XSHE,002030.SZ,002030,达安基因,DAJY,主板,20040809
002031.XSHE,002031.SZ,002031,巨轮智能,JLZN,主板,20040816
002032.XSHE,002032.SZ,002032,苏 泊 尔,SPE,主板,20040817
002033.XSHE,002033.SZ,002033,丽江股份,LJGF,主板,20040825
002034.XSHE,002034.SZ,002034,旺能环境,WNHJ,主板,20040826
002035.XSHE,002035.SZ,002035,华帝股份,HDGF,主板,20040901
002036.XSHE,002036.SZ,002036,联创电子,LCDZ,主板,20040903
002037.XSHE,002037.SZ,002037,保利联合,BLLH,主板,20040908
002038.XSHE,002038.SZ,002038,双鹭药业,SLYY,主板,20040909
002039.XSHE,002039.SZ,002039,黔源电力,QYDL,主板,20050303
002040.XSHE,002040.SZ,002040,南 京 港,NJG,主板,20050325
002041.XSHE,002041.SZ,002041,登海种业,DHZY,主板,20050418
002042.XSHE,002042.SZ,002042,华孚时尚,HFSS,主板,20050427
002043.XSHE,002043.SZ,002043,兔 宝 宝,TBB,主板,20050510
002044.XSHE,002044.SZ,002044,美年健康,MNJK,主板,20050518
002045.XSHE,002045.SZ,002045,国光电器,GGDQ,主板,20050523
002046.XSHE,002046.SZ,002046,国机精工,GJJG,主板,20050526
002047.XSHE,002047.SZ,002047,宝鹰股份,BYGF,主板,20050531
002048.XSHE,002048.SZ,002048,宁波华翔,NBHX,主板,20050603
002049.XSHE,002049.SZ,002049,紫光国微,ZGGW,主板,20050606
002050.XSHE,002050.SZ,002050,三花智控,SHZK,主板,20050607
002051.XSHE,002051.SZ,002051,中工国际,ZGGJ,主板,20060619
002052.XSHE,002052.SZ,002052,同洲电子,TZDZ,主板,20060627
002053.XSHE,002053.SZ,002053,云南能投,YNNT,主板,20060627
002054.XSHE,002054.SZ,002054,德美化工,DMHG,主板,20060725
002055.XSHE,002055.SZ,002055,ST得润,STDR,主板,20060725
002056.XSHE,002056.SZ,002056,横店东磁,HDDC,主板,20060802
002057.XSHE,002057.SZ,002057,中钢天源,ZGTY,主板,20060802
002058.XSHE,002058.SZ,002058,*ST威尔,STWE,主板,20060802
002059.XSHE,002059.SZ,002059,云南旅游,YNLY,主板,20060810
002060.XSHE,002060.SZ,002060,广东建工,GDJG,主板,20060810
002061.XSHE,002061.SZ,002061,浙江交科,ZJJK,主板,20060816
002062.XSHE,002062.SZ,002062,宏润建设,HRJS,主板,20060816
002063.XSHE,002063.SZ,002063,远光软件,YGRJ,主板,20060823
002064.XSHE,002064.SZ,002064,华峰化学,HFHX,主板,20060823
002065.XSHE,002065.SZ,002065,东华软件,DHRJ,主板,20060823
002066.XSHE,002066.SZ,002066,瑞泰科技,RTKJ,主板,20060823
002067.XSHE,002067.SZ,002067,景兴纸业,JXZY,主板,20060915
002068.XSHE,002068.SZ,002068,黑猫股份,HMGF,主板,20060915
002069.XSHE,002069.SZ,002069,獐子岛,ZZD,主板,20060928
002072.XSHE,002072.SZ,002072,凯瑞德,KRD,主板,20061018
002073.XSHE,002073.SZ,002073,软控股份,RKGF,主板,20061018
002074.XSHE,002074.SZ,002074,国轩高科,GXGK,主板,20061018
002075.XSHE,002075.SZ,002075,沙钢股份,SGGF,主板,20061025
002076.XSHE,002076.SZ,002076,*ST星光,STXG,主板,20061025
002077.XSHE,002077.SZ,002077,大港股份,DGGF,主板,20061116
002078.XSHE,002078.SZ,002078,太阳纸业,TYZY,主板,20061116
002079.XSHE,002079.SZ,002079,苏州固锝,SZGD,主板,20061116
002080.XSHE,002080.SZ,002080,中材科技,ZCKJ,主板,20061120
002081.XSHE,002081.SZ,002081,金 螳 螂,JTL,主板,20061120
002082.XSHE,002082.SZ,002082,ST万邦,STWB,主板,20061120
002083.XSHE,002083.SZ,002083,孚日股份,FRGF,主板,20061124
002084.XSHE,002084.SZ,002084,海鸥住工,HOZG,主板,20061124
002085.XSHE,002085.SZ,002085,万丰奥威,WFAW,主板,20061128
002086.XSHE,002086.SZ,002086,东方海洋,DFHY,主板,20061128
002088.XSHE,002088.SZ,002088,鲁阳节能,LYJN,主板,20061130
002090.XSHE,002090.SZ,002090,金智科技,JZKJ,主板,20061208
002091.XSHE,002091.SZ,002091,江苏国泰,JSGT,主板,20061208
002092.XSHE,002092.SZ,002092,中泰化学,ZTHX,主板,20061208
002093.XSHE,002093.SZ,002093,国脉科技,GMKJ,主板,20061215
002094.XSHE,002094.SZ,002094,青岛金王,QDJW,主板,20061215
002095.XSHE,002095.SZ,002095,生 意 宝,SYB,主板,20061215
002096.XSHE,002096.SZ,002096,易普力,YPL,主板,20061222
002097.XSHE,002097.SZ,002097,山河智能,SHZN,主板,20061222
002098.XSHE,002098.SZ,002098,浔兴股份,XXGF,主板,20061222
002099.XSHE,002099.SZ,002099,海翔药业,HXYY,主板,20061226
002100.XSHE,002100.SZ,002100,天康生物,TKSW,主板,20061226
002101.XSHE,002101.SZ,002101,广东鸿图,GDHT,主板,20061229
002102.XSHE,002102.SZ,002102,ST能特,STNT,主板,20061229
002103.XSHE,002103.SZ,002103,广博股份,GBGF,主板,20070110
002104.XSHE,002104.SZ,002104,恒宝股份,HBGF,主板,20070110
002105.XSHE,002105.SZ,002105,信隆健康,XLJK,主板,20070112
002106.XSHE,002106.SZ,002106,莱宝高科,LBGK,主板,20070112
002107.XSHE,002107.SZ,002107,沃华医药,WHYY,主板,20070124
002108.XSHE,002108.SZ,002108,沧州明珠,CZMZ,主板,20070124
002109.XSHE,002109.SZ,002109,ST兴化,STXH,主板,20070126
002110.XSHE,002110.SZ,002110,三钢闽光,SGMG,主板,20070126
002111.XSHE,002111.SZ,002111,威海广泰,WHGT,主板,20070126
002112.XSHE,002112.SZ,002112,三变科技,SBKJ,主板,20070208
002114.XSHE,002114.SZ,002114,罗平锌电,LPXD,主板,20070215
002115.XSHE,002115.SZ,002115,三维通信,SWTX,主板,20070215
002116.XSHE,002116.SZ,002116,中国海诚,ZGHC,主板,20070215
002117.XSHE,002117.SZ,002117,东港股份,DGGF,主板,20070302
002119.XSHE,002119.SZ,002119,康强电子,KQDZ,主板,20070302
002120.XSHE,002120.SZ,002120,韵达股份,YDGF,主板,20070306
002121.XSHE,002121.SZ,002121,科陆电子,KLDZ,主板,20070306
002122.XSHE,002122.SZ,002122,ST汇洲,STHZ,主板,20070328
002123.XSHE,002123.SZ,002123,梦网科技,MWKJ,主板,20070328
002124.XSHE,002124.SZ,002124,天邦食品,TBSP,主板,20070403
002125.XSHE,002125.SZ,002125,湘潭电化,XTDH,主板,20070403
002126.XSHE,002126.SZ,002126,银轮股份,YLGF,主板,20070418
002127.XSHE,002127.SZ,002127,南极电商,NJDS,主板,20070418
002128.XSHE,002128.SZ,002128,电投能源,DTNY,主板,20070418
002129.XSHE,002129.SZ,002129,TCL中环,TCLZH,主板,20070420
002130.XSHE,002130.SZ,002130,沃尔核材,WEHC,主板,20070420
002131.XSHE,002131.SZ,002131,利欧股份,LOGF,主板,20070427
002132.XSHE,002132.SZ,002132,恒星科技,HXKJ,主板,20070427
002133.XSHE,002133.SZ,002133,广宇集团,GYJT,主板,20070427
002134.XSHE,002134.SZ,002134,天津普林,TJPL,主板,20070516
002135.XSHE,002135.SZ,002135,东南网架,DNWJ,主板,20070530
002136.XSHE,002136.SZ,002136,安 纳 达,AND,主板,20070530
002137.XSHE,002137.SZ,002137,实益达,SYD,主板,20070613
002138.XSHE,002138.SZ,002138,顺络电子,SLDZ,主板,20070613
002139.XSHE,002139.SZ,002139,拓邦股份,TBGF,主板,20070629
002140.XSHE,002140.SZ,002140,东华科技,DHKJ,主板,20070712
002141.XSHE,002141.SZ,002141,贤丰控股,XFKG,主板,20070720
002142.XSHE,002142.SZ,002142,宁波银行,NBYH,主板,20070719
002144.XSHE,002144.SZ,002144,宏达高科,HDGK,主板,20070803
002145.XSHE,002145.SZ,002145,钛能化学,TNHX,主板,20070803
002146.XSHE,002146.SZ,002146,荣盛发展,RSFZ,主板,20070808
002148.XSHE,002148.SZ,002148,北纬科技,BWKJ,主板,20070810
002149.XSHE,002149.SZ,002149,西部材料,XBCL,主板,20070810
002150.XSHE,002150.SZ,002150,正泰电源,ZTDY,主板,20070810
002151.XSHE,002151.SZ,002151,北斗星通,BDXT,主板,20070813
002152.XSHE,002152.SZ,002152,广电运通,GDYT,主板,20070813
002153.XSHE,002153.SZ,002153,石基信息,SJXX,主板,20070813
002154.XSHE,002154.SZ,002154,报 喜 鸟,BXN,主板,20070816
002155.XSHE,002155.SZ,002155,湖南黄金,HNHJ,主板,20070816
002156.XSHE,002156.SZ,002156,通富微电,TFWD,主板,20070816
002157.XSHE,002157.SZ,002157,正邦科技,ZBKJ,主板,20070817
002158.XSHE,002158.SZ,002158,汉钟精机,HZJJ,主板,20070817
002159.XSHE,002159.SZ,002159,三特索道,STSD,主板,20070817
002160.XSHE,002160.SZ,002160,常铝股份,CLGF,主板,20070821
002161.XSHE,002161.SZ,002161,远 望 谷,YWG,主板,20070821
002162.XSHE,002162.SZ,002162,悦心健康,YXJK,主板,20070823
002163.XSHE,002163.SZ,002163,海南发展,HNFZ,主板,20070823
002164.XSHE,002164.SZ,002164,宁波东力,NBDL,主板,20070823
002165.XSHE,002165.SZ,002165,红 宝 丽,HBL,主板,20070913
002166.XSHE,002166.SZ,002166,莱茵生物,LYSW,主板,20070913
002167.XSHE,002167.SZ,002167,东方锆业,DFGY,主板,20070913
002168.XSHE,002168.SZ,002168,ST惠程,STHC,主板,20070919
002169.XSHE,002169.SZ,002169,智光电气,ZGDQ,主板,20070919
002170.XSHE,002170.SZ,002170,芭田股份,BTGF,主板,20070919
002171.XSHE,002171.SZ,002171,楚江新材,CJXC,主板,20070921
002172.XSHE,002172.SZ,002172,澳洋健康,AYJK,主板,20070921
002173.XSHE,002173.SZ,002173,创新医疗,CXYL,主板,20070925
002174.XSHE,002174.SZ,002174,游族网络,YZWL,主板,20070925
002175.XSHE,002175.SZ,002175,*ST东智,STDZ,主板,20071012
002176.XSHE,002176.SZ,002176,江特电机,JTDJ,主板,20071012
002177.XSHE,002177.SZ,002177,御银股份,YYGF,主板,20071101
002178.XSHE,002178.SZ,002178,延华智能,YHZN,主板,20071101
002179.XSHE,002179.SZ,002179,中航光电,ZHGD,主板,20071101
002180.XSHE,002180.SZ,002180,奔图科技,BTKJ,主板,20071113
002181.XSHE,002181.SZ,002181,粤 传 媒,YCM,主板,20071116
002182.XSHE,002182.SZ,002182,宝武镁业,BWMY,主板,20071113
002183.XSHE,002183.SZ,002183,怡 亚 通,YYT,主板,20071113
002184.XSHE,002184.SZ,002184,海得控制,HDKZ,主板,20071116
002185.XSHE,002185.SZ,002185,华天科技,HTKJ,主板,20071120
002186.XSHE,002186.SZ,002186,全 聚 德,QJD,主板,20071120
002187.XSHE,002187.SZ,002187,广百股份,GBGF,主板,20071122
002188.XSHE,002188.SZ,002188,中天服务,ZTFW,主板,20071122
002189.XSHE,002189.SZ,002189,中光学,ZGX,主板,20071203
002190.XSHE,002190.SZ,002190,成飞集成,CFJC,主板,20071203
002191.XSHE,002191.SZ,002191,劲嘉股份,JJGF,主板,20071205
002192.XSHE,002192.SZ,002192,融捷股份,RJGF,主板,20071205
002193.XSHE,002193.SZ,002193,ST如意,STRY,主板,20071207
002194.XSHE,002194.SZ,002194,武汉凡谷,WHFG,主板,20071207
002195.XSHE,002195.SZ,002195,岩山科技,YSKJ,主板,20071212
002196.XSHE,002196.SZ,002196,方正电机,FZDJ,主板,20071212
002197.XSHE,002197.SZ,002197,证通电子,ZTDZ,主板,20071218
002198.XSHE,002198.SZ,002198,ST嘉应,STJY,主板,20071218
